Company,Star Rating,Current Employee,Work Duration,Review Title,Date Posted,Job Title,Job Location,Recommend,CEO Approval,Business Outlook,Pros,Cons,Advice to Management
Meta,2.0,1,more than 1 year,Project/Program Manager,2015-07-20,Anonymous Employee,"Menlo Park, CA",-1,1,2,"Facebook offers competitive pay, fantastic benefits, a comfortable dress code, etc. but you all already know that. Those reasons alone make it an attractive place to work (though that luster does wear off). You have great IT services and productivity tools that make the day-to-day of getting work done easy.","- Management at the manager level is full of many inexperienced managers who are looking to try their hand at management. I don't think it's working that well. They don't back up their direct reports and are afraid to make any sort of decision. 

- Decision making by groups...while in theory is nice and probably worked a few thousand employees ago makes things slow down now. Empower your people and embrace accountability and responsibility. 

- Politics are king, if you can navigate them well, you'll do well on certain teams as it is rampant. Favorites are played and it's more about what you say you're doing then what you actually are doing. 

- Plan but don't execute - executing is for low level people, senior folks plan strategically with a holistic view and full context....yeah all that garbage talk is for real though. Seriously, depends on the team and role, but getting ""stuff"" done could be seen in a bad light.","- Managers and IC's need to be empowered to make decisions and to know they have leadership's support. 
- Maybe take a look at hiring experienced managers from other companies instead of promoting the volunteer. 
- Remember that executing is more important then a roadmap."
Meta,5.0,1,,Best place to work at,2015-07-18,Front End Engineer,"Menlo Park, CA",2,2,2,"1) Co-workers are all crazy talented and top of the industry
2) Working on some really technically interesting and challenging problems
3) Anything you do affect up to a billion people!","The location of the office is the biggest drawback, it's in the middle of nowhere with no good housing nearby","Keep doing what you are doing, it's awesome working at Facebook!"
Meta,5.0,1,,Facebook Main Campus,2015-07-18,Client Engineer,"Menlo Park, CA",2,2,2,"campus perks; food, gym, etc. hardware resources.",bi annual self & colleague reviews,
Meta,3.0,1,less than 1 year,Facebook Experience,2015-07-20,IT Field Support/Logistics Technician,"New York, NY",-1,-1,-1,Facebooks teams are driven to connect the world.,The Facebook IT team needs to be less hierarchical and open to new ideas from their workers.,Treat their interns like actual workers and give them more responsibilities.
Meta,5.0,1,more than 1 year,Incredible opportunity to innovate and learn,2015-07-09,Partnerships,"Menlo Park, CA",2,2,2,"1. Culture. Facebook thrives on a collaborative, open culture where anyone can make an impact. You get to work with brilliant people who are very data driven and are open to constructive feedback on projects. It doesn't matter if you are an intern or a VP, your voice matters. 

2. Career Satisfaction and Growth. It's truly satisfying to work on projects that impact the nearly 1.5 billion people on Facebook's platform. I've interacted with people from every major department and there are so many interesting projects. Also, I love participating in the hackathons. You get to take a break from your current work and just be creative. It's amazing! 

3. The Food. So the food is ridiculous at Facebook. That's all I need to say. 

4. Facebook's Leadership. I'm very impressed with Facebook's senior leadership. They do an amazing job of communicating with FB employees and keeping everyone motivated. Specifically, they are extremely focused on Facebook's mission of making the world more open and connected.",Work-Life Balance. There are very high expectations at Facebook and people work long hours.,"As Facebook continues to rapidly grow, stay focused on maintaining rigorous hiring standards."
Meta,3.0,0,less than 1 year,Getting Corporate,2015-06-17,Data Scientist,"Menlo Park, CA",-1,2,2,"- Food
- Health care benefits
- Fringe benefits
- Nice campus
- Corporate shuttles
- State of the art tech stack
- Extremely smart coworkers
- Visionary and bold top management","Work/life balance can get hurt as a lot of folks at the office are single and do not understand the needs of having a family.

The company is getting bigger. This means more room for backroom politics and aligning people without ruffling people's feathers.

Very talented individual contributors (and/or good at politics) are being promoted. As a result, instead of having well rounded managers, you end up having either extremely career driven or super awkward managers. Some of those middle managers are very green, making it even more painful.

Some women feel like they have to be extra tough at work because of the Leanin coolaid, making them very hard to work with.","Continue the great job at investing for the future of the company.

Try to be a little more sound at the way promotions to middle management roles works."
Meta,5.0,1,more than 1 year,Disneyland.,2015-06-02,User Experience Researcher,"San Francisco, CA",2,2,2,"I mean, it's the happiest place on Earth. It's like Disneyland except... you get paid a lot instead of the other way around. I legitimately and genuinely enjoy the people I work with and coming into work is something I look forward to after a vacation (of which we get 21 days / year). I'm not a father, but I hear if I choose to be, I get 4 months paternal leave. Comp is great, food is great, ... I never talk about where I work and what I do because I just feel so lucky to be here. It's not really fair.","We're getting huge. The last thing I want is for the company to turn into a Google/Microsoft/Amazon, but it might be inevitable. Luckily, the company takes preventative action to prevent the big corporate feeling... but it isn't working super well.",Keep on keepin' on. Some of the best in the biz.
Meta,5.0,0,,A Spectacular Ride,2015-06-10,Engineering Manager,"Menlo Park, CA",2,2,2,"- change the world, nudging a billion people at a time
- working with the best minds around. I graduated at the top of my class, both high school and college...and so did everyone else
- they take great care of their employees needs
- a pace of change, despite the company's size, that will blow you away
- an unlimited set of interesting and challenging technical problems","- they talk about ""work-life blending"" instead of balance, but what this means in reality is that work generally dominates your life (along with your newsfeed)
- a growing focus on financial compensation instead of intrinsic motivators
- at the pace and scale of the company, an individual's perceived impact is shrinking
- using user engagement metrics as a poor substitution for user sentiment / satisfaction
- especially in the last few years, converging with the model of most other major companies","Focus on the Impact
Move Fast, Be Bold
What would you do if you weren't afraid?"
Meta,5.0,1,,Smart and Exciting open market,2015-06-29,California,"Menlo Park, CA",2,2,2,"This place has the greatest collection of brilliant people in one place that I've ever experienced. Every day I learn more and get the opportunity to add value to what we do. People are collaborative and totally motivated by fulfilling the mission of connecting the world for the better. All that matters is that you have a great idea and the data to back it up. Once you have those, you can run with a creative approach to solving a problem and colleagues at all levels will offer support and partnership. Its great!","Because hierarchy is insignificant and bureaucracy is at a minimum, it can sometimes be hard to figure out who else is working on something in which you have an interest. Feels decentralized.",
Meta,5.0,0,less than 1 year,Positive Feedback,2015-06-29,Software Development Engineer,"Menlo Park, CA",2,2,1,"Best company for an intern! Everything is free and there is a good hotel to live!
Worked on an independent project. (This is really good compare to some interns in Canada..)","Really good company and no big cons..
Ok.. food is not good as heard..",My manager offers me minimum help as usual.
Meta,5.0,1,,Great company to work for,2015-06-15,Software Engineer,"Seattle, WA",2,2,2,"- A lot of smart people to work with.
- Planet-scale projects.
- Less meetings/planning than in other big companies.
- Great benefits and perks. Free food. Laundry/dry cleaning.
- Great pay.","- Commuting by car to the new Seattle office from Eastside would require going through Mercer street.
- Open space floor plan.
- May gain weight due to free food.",Seek options to diversify business.
Meta,5.0,1,less than 1 year,Best place for data science,2015-05-30,Data Scientist,"San Mateo, CA",2,2,2,"- World class technology and infrastructure
- Brilliant colleagues who care a lot about their work
- Challenging problems and impactful 
- Decisions focus on the data and facts behind an idea vs who's suggesting it","- Not a con for me, but Facebook is an intense place, driven by smart and passionate people. If you are looking for a place to coast, this aint it.
- Commute, if you're living in SF","Work to maintain Facebook's mission-driven culture and weed out people who aren't aligned. Maintain a high bar for hiring, and put more emphasis on retention."
Meta,5.0,1,,Great place to work,2015-06-24,Community Operations,"Austin, TX",2,2,2,"great opportunities
lots of learning
good pay
insane perks","none, they are doing everything right",stop re org
Meta,5.0,1,more than 3 years,Loving My Job,2015-06-15,Product Specialist,"Menlo Park, CA",2,0,2,"Every single day I am learning something new on the job-- I love being constantly encouraged and stretched in my role! Plus, I have the opportunity to work with people who are absolutely best in their fields.","Facebook moves extremely fast -- it can be tough to stay on top of all the product/strategy changes. Innovation is extremely important to us, so we have to make sure that all of our operational teams can keep up.",
Meta,2.0,0,more than 1 year,"Great benefits, changing culture",2015-06-23,Anonymous Employee,"Oakland, CA",-1,2,1,"Facebook is working on some inspiring things & it's cool to be a part of it. 

Many of the people they hire are extremely bright. 

Benefits are awesome.","Work/Life Balance is non-existent. As is career development opportunities & mobility on the non-technical side.

Management is really poor & gets increasingly detached and political the higher up you get.

They tend to reward/promote people who can make themselves look good, rather than people who actually get stuff done. This wasn't the case when I joined; but, the culture has shifted dramatically in that direction.","The culture is shifting pretty dramatically, and the ability to actually affect change is decreasing. The company is starting to suffer from a lot of ""big company"" problems that will affect it's ability to succeed in the long run."
Meta,1.0,0,more than 1 year,Software Engineer,2015-07-12,Software Engineer,"San Francisco, CA",-1,-1,0,No Pros for the people join in after ipo.,"No work life balance, culture is so bad. It almost squeezed you all your time and give you a great pressure.",Need to change the culture to be more friendly to the engineer.
Meta,5.0,1,,:),2015-06-17,Product Designer,"Menlo Park, CA",2,2,2,It much better working environment than most of the companies.,no such cons for company like facebook,:)
Meta,5.0,1,more than 1 year,Awesome,2015-06-16,Client Solutions Manager,"Austin, TX",2,0,2,Facebook treats people really well.,"Very competitive environment, if you're not the right kind of person for this it can be challenging.",Continue doing what you're doing.
Meta,1.0,1,,facebook software developer,2015-07-09,Software Development Engineer,"San Jose, CA",-1,-1,-1,"I think the employees there are prominent, the salary is good and I learnt much. I like its product and creativity.",but the hr is not so good. The food there is so-so. The environment is not charming. So I decide to other companies.,"hr should be good to us. manage should not be too hashed. The managers are not honesty enough, sometime they can't do sometime they promise to."
Meta,5.0,1,,Fantastic place to work,2015-06-04,Product Specialist,"West Menlo Park, CA",2,2,2,"Moves fast on projects, efficient processes for workflow, excellent tools in place to get work done, great people, amazing benefits, wonderful work/life balance",Far from SF and commute time is really long,
Meta,5.0,1,more than 3 years,Software engineer,2015-05-24,Software Engineer V,"Menlo Park, CA",2,2,2,"1. Bootcamp is a really great program to choose teams. You get to talk to different managers and have the freedom to choose teams.
2. After working in a team for a year, you can change to a new team. There is a program called hack-a-month. You can go to another team to work for a month, and then decide whether you want to stay or com back. It is really flexible.",Work-life balance. It is busier comparing to Google. But things are getting better. It also depends on the teams.,
Meta,5.0,1,,Software Engineer,2015-06-05,Software Engineer,"Menlo Park, CA",2,2,2,"A really awesome company to work with. With it's focus on impact, it makes sure each employee get to do quality work.",Nothing really except that sometime we move too fast.,
Meta,5.0,1,,Amazing place to work,2015-06-08,Software Engineer,"Menlo Park, CA",2,2,2,Great opportunity for growth and learning. Amazing workplace and culture.,don't have anything to complain about.,
Meta,5.0,1,,Great company,2015-06-01,Developer,"Menlo Park, CA",2,2,2,"- incredibly smart people
- unlimited opportunities (i have no technical background and am now coding!)
- the company is actually making a difference
- great salary and benefits
- people who care","- as the company grows, there is also more process
- in some orgs, leadership loses touch to their team's work
- this leaves too much room for meaningless buzzwords","Make sure your leaders know what their team's day to day work looks like. This way, they're able to distinguish between who shouts loudest (but doesn't have a clue) and who really does understand and can add valuable input to the problems we're trying to solve."
Meta,5.0,1,more than 3 years,Proud to work at Facebook,2015-05-28,University Recruiter,"Menlo Park, CA",2,2,2,"-Solid company values, mission based company
-If you're preforming well, they will reward you and promote you
-Growing company= lots of opportunities for growth and more responsibility
-No one looks over your shoulder to make sure you're at work. We don't care about face time. If you're getting your work done, management let's you do your thing on your own time.
-CEO is credible and a great visionary. He really believes in what we're doing and inspires our employees
-beautiful campus, tons of food options, great benefits (including 21 days paid off and unlimited sick time!)
-(for the most part) really smart and friendly coworkers 
-solid L & D courses","-for some reason there is a good amount of churn after an employee hits their 4 years. People usually have nothing but great things to say about the company, but we attract the kind of people who want to leave and go do their own startups/ build their own companies after working for FB and getting experience. This is a bit of a bummer and does kill morale when you lose a great person on your team.
-i've had nothing but great managers, but this isn't the case for everyone.
-no SF office","-open an office in San Francisco!! You are losing great employees due to a tough commute. 
-be careful to keep the hiring bar up as we grow
-hire great managers... vet them carefully
-don't lose the ""start up"" feel we know and love
-do your best to help our acquisitions (mostly WhatsApp) embrace our culture and integrate with Facebook even while they continue to run their own products otherwise we will have huge groups of people who don't share our vision and company values"
Meta,5.0,1,more than 3 years,Recruiting Manager,2015-05-28,Recruiting Manager,"San Jose, CA",2,2,2,"Collaborative, open, fast paced, inclusive, working with super bright people who force me to raise my game everyday. Culture of learning. Culture of leading vs following. Values originality and authenticity. Exec leadership is comprised of incredibly grounded, inspiring people. Love coming into work to do interesting, meaty work and know that I am helping to build a company with an incredibly noble and honorable mission to make the world more open and connected. As heads down as we are in our work, terrific sense of family and ""we're all in this together"". Very special place.","FB is so generous to their employees that at times it is taken for granted. Stay humble, folks.",
Meta,5.0,1,,Industry Manager,2015-05-21,Industry Manager,"Los Angeles, CA",2,2,2,"This is the best place I have ever, and probably will ever work. You have autonomy and every resource to drive your own success, business impact, and career growth. 

Most companies have a mission; some say they follow it, and extremely few are actually mission led. Facebook truly believes in making the world more open and connected; including those people who aren't even online yet. Every role and department ladders back to that. 

In advertising sales, we have the goal of building our client's businesses by connecting them to the consumers who matter to them. More importantly, we ensure that people on Facebook are seeing ads that are relevant and high quality, this delivers shared value both for the advertiser and the end person using our products. We also have proven and measurable results across verticals, which drives continued client interest and adoption. 

Having come from another founder led company, Mark is incredibly brilliant, open, honest and hard working. He surrounds himself with fantastic people, listens carefully, cares about the people who work for him, and makes long view decisions for the health of the company. 

Management and the people who work at Facebook follow leadership's example, everyone rolls up their sleeves to get the work done, and is incredibly grateful to be here. 

As a woman it's also inspiring and impactful to have female leadership at all levels, and colleagues who are incredibly encouraging. I personally experienced this when a male peer encouraged me to apply for a management position on our team. He referenced the known bias that women are less likely to apply if they don't have 100% of qualifications vs. men who take it as a suggestion. Beyond gender, the entire company strives for diversity and acceptance.","You have to be very self driven to succeed. Seeking out and maintaining internal relationships is critical for success. If you enjoy titles, offices and structure, this is not the place for you! 

We have a saying at Facebook, ""nothing is someone else's problem"". That means you might be having a CMO level meeting with a client, and then helping clean up the meeting trash afterwards.",As we grow continue to take feedback on regional and middle management results seriously. Greater transparency on compensation by roles/departments would help with career decisions.
Meta,5.0,1,more than 3 years,"Great people, product & culture",2015-06-01,Technical Recruiter,"Menlo Park, CA",2,2,2,"Amazing people
Fun
Challenges you to do your best work - high impact & innovative and unafraid of failure
Nothing is someone else's problem
Bright future","11+ years old, but can feel like a startup (which can be a good thing). Pace, lack of processes and structure make for a challenging place to acclimate
Six months is an eternity, building sustainable things takes considerable time, effort and fortitude
Work / Life balance is challenging. This is more a result of the crazy growth, but challenging regardless",Continue to develop ways to help your team succeed. Balancing work and life as well as the high demands to succeed.
Meta,5.0,1,more than 1 year,Simply amazing,2015-04-04,Data Scientist,"Menlo Park, CA",2,2,2,"Every morning when I go in, I feel like the luckiest guy on earth for ever landing a job here.

Projects: Every team is understaffed, so there is a ton of incredibly important work to do everywhere. Because of this, you can work on high-impact (and potentially high-visibilty) projects from Day 1.

Autonomy: I've always felt extremely trusted in both my technical competency and prioritization skills. Management is (generally) helpful when I want help, but mostly I've been able to do my own thing and work on whatever project feels most important to the company and/or interesting to me.

People: Everyone is really smart, and most people are really friendly, funny, and generally awesome to hang out with.

Food: Amazing. Healthy options are phenomenal, as are the unhealthy ones.

Gym: The staff is incredible.

So much more!","- Stress: The company likes to run slim. As mentioned in the pros above, this means you're always working on impactful projects, but it also means your team is understaffed and you may have to work some nights and weekends to get stuff done (though definitely not as bad as the previous strartup I worked for). The more teams you work with, the worse this can get, since some people love to load up on meetings during the day.

Egos: There are some people who are really full of themselves and difficult to work with. This happens anywhere I've been, but there's a special brand of self-importance among some folks here. Fortunately, I've never had to work too closely with these people, but they make their presence known.","Zuck: Keep doing what you're doing. You articulate a great vision for the company and always seem very ""real"" at Q&As.

Lower management: Live true to the company goals. Unblock your reports, play to their strengths, and help them grow. Instead of requesting ""more leadership"" from ICs, say what that means and provide coaching."
Meta,4.0,0,,Team Lead,2015-04-10,Team Lead,"Menlo Park, CA",-1,2,1,Smart people. Cutting edge technologies. Amazing food.,"Some huge, out-of-control egos in management, especially at the middle layers. Couple that with the general immaturity of the company and you'll see some very poor judgement and ""Game of Thrones"" style politics in a few departments. 

Average tenure of a staff engineer is about 4 years - mostly because after the initial stock grants vest there is near zero incentive for anyone under a Director level to stay any longer.

Culture creates and fosters entitled whiners - so much so that it is a running joke inside the company, with groups such as ""Patently Absurd Requests for Facebook Offices"" making fun of it all. But then again, this company is largely made up of the ""participation trophy"" generation, who have been told they were super-special since they were born. Being hired by Facebook amplifies that self-esteem level well beyond eleven. 

It is never spoken about, but staff turnover is huge. The washout rate of n00bs is likely around 40%. Truly talented staff move around, so team continuity is rare. 

Zero work-life balance - unless you happen to have a kid while working there.","Fix the broken review and calibration cycle, especially the schedule and unspoken stack ranking. Strive for higher competence levels in departments outside of Engineering - starting with HR. 

Stop heaping huge rewards on people who ship shiny, Zuck-pleasing products that utterly fail in the marketplace."
Meta,5.0,0,more than 1 year,Great to work at,2015-05-26,Software Engineer,"Menlo Park, CA",2,2,2,"Great company to work at.
I was in a amazing team and I liked to be surrounded by smart people.
the culture is awesome and everything at Facebook is made to make your life easier.",I live in SF and the commute everyday kills it,
Meta,5.0,1,more than 1 year,"Great People, Great Mission, Feeling a bit big at the moment.",2015-05-09,Quantitative Researcher,"New York, NY",2,0,2,"Great culture, lots of learning opportunities, good people, good mission.",Often tone-deaf to real-world (non-SV) problems; undergoing significant growing pains; lots of outside hires for upper management positions; increasing eng/non-eng/sales splits,
Meta,5.0,1,more than 1 year,No surprises,2015-05-20,Partner Manager,"New York, NY",2,2,2,"No surprises - Facebook is a great place to work. Clear vision from management, total autonomy to get your job done, fantastic perks and lots of career support.",It can be hard to keep up with all of the information and changes. It can also be hard to wrap your head around the sheer scale of what we do and how fast things are growing.,Management should keep doing what they're doing.
Meta,4.0,1,more than 1 year,Work,2015-06-02,Anonymous Employee,"Austin, TX",2,0,2,"Facebook is a great company with awesome perks. Perks are similar to Google's so you will be well taken care of in those terms. Also, the pay is very good.",Management tends to over complicate things. A lot more layers of management then when I first started two years ago.,Promote employees that deserved to be promoted and not the ones that suck up.
Meta,5.0,1,,"Awesome culture, fantastic projects great people",2015-05-12,Software Engineer V,"Menlo Park, CA",2,2,2,Your working on big problems that impact on the lives of millions of people. Work with exceptionally talented people. The perks are outstanding too,"Expectation to always be online and responsive even after hours. People work hard, and quick release cycles mean you're always very busy",Keep being awesome!
Meta,4.0,1,,Overall Happy,2015-05-29,Technical Sourcer,"Menlo Park, CA",2,2,2,"- Great Benefits
- Collaborative Environment
- Transparency from leadership
- High hiring bar - you really are working with the best and the brightest!
- Strong company mission that is truly reflected throughout the company","- very hands off management approach (some might like this)
- frequent reorganizations (maybe due to frequent manager changes because of growth)
- lacking a diverse workforce (although this is changing)",
Meta,3.0,0,more than 3 years,Not as good as you might like it to be,2015-04-07,Marketing/Sales,"Menlo Park, CA",-1,2,2,"Amazing place in so many ways. Benefits and perks are literally the best you can possibly ask for. Caliber of people is amazing as well, in fact it is a little scary and intimidating. If you like fast paced, this is the place for you as the product (Facebook) can change overnight.","WAY to many layers of management and career path is not clear. The culture is also sink or swim which given the caliber of person they bring in and how many people they have to pick from, is crazy. why would you bring in that level of talent and then let her/him flounder? The young, cocky culture makes for a political one. Engineering rules the roost and sales teams are made up of people so young and inexperienced it is laughable.","Foster teamwork. ""sink or swim"" is just a horrible way to do it given the talent you have. it makes no sense, is highly inefficient and breeds a loner/put myself first culture."
Meta,5.0,1,more than 1 year,In it for the long haul,2015-05-11,Front End Engineer,"West Menlo Park, CA",2,2,2,"High impact work solving real problems, often in a way that significantly changes social and economic reality for hundreds of millions of people across the world, and in ways that can transform our approaches to solving tech problems. Working among super smart people.","The bar is very high, so at times it can be quite stressful keeping up.",
Meta,5.0,1,,Best experience of my career life.,2015-05-11,California,"Menlo Park, CA",2,2,2,"1. a mission that has meaning to me, 2. smart people I learn from, 3. big challenges to tackle every day.",I have to carefully manage my time. I don't like to think of it as work/life balance because that's not realistic but work/life integration is very achievable and something I constantly have to work at.,
Meta,1.0,1,,Program Manager,2015-05-20,Program Manager,"Menlo Park, CA",-1,-1,-1,"Good Benefits, Beautiful Campus, Good Food. The company really does a good job of providing every resource you need to do your job.",If you want to devote 50+ hrs a week to helping your Aunt Ginny post photos of her cat all so that Frito Lay can sell more Cheetos; then it's where you need to be. Nothing more than a sophisticated digital billboard slinging crap we don't need. Working at Facebook is like shoving a handful of Jolly Ranchers in your mouth while drinking orange soda; sickeningly sweet and eventually regrettable.,Invest in leader development programs. Facebook is a prime example of Putt's Law in action.
Meta,2.0,0,more than 3 years,Not for Everyone,2015-04-12,Software Engineer,"Menlo Park, CA",-1,-1,2,Perks & pay are top notch. Some of the engineers are truly talented.,"As the title says, FB is not for everybody IMO. The recent set of 1-star ratings list pretty much all the things that made me leave: questionable work-life-balance, no planning/structure, arrogant/ignorant coworkers, every man for himself/every woman for herself, cliques, political, inept managers, poor communication/rumor mill/back-stabbing, no teamwork, management by attention-deficit disorder.

The work-life-balance issue goes beyond the mere hours: it is expected that you become FB friends with all your coworkers, managers, etc. FB makes it impossible for the realm of your private life to remain separate from your workplace and coworkers. This wasn't working for me, but I recognize that for others this isn't an issue.

It seemed to me that much that is broken at FB is perpetuated by the in-clique and in fact gets sold as the great achievements of FB's unique culture.","Do what every other successful company your size does: train you managers so they can:
* create teams that work together on common goals, 
* foster good communication
* help their team plan and be successful
You're holding on to ideas that may have worked when you were a start-up (no code ownership, no planning, documentation?, tests?). Your so-called culture is a liability, especially if you let incompetent managers corrupt it to the opposite of the values you want to stand for."
Meta,5.0,0,,Positive.,2015-05-02,Designer,"Palo Alto, CA",2,1,1,"Salary, and exciting projects to work on.",Work life balance fell through the cracks,
Meta,4.0,1,more than 3 years,Difficult to maintain work/life balance,2015-05-12,Technical Program Manager,"Alameda, CA",2,2,2,"- Great benefits and perks
- Work with some of the smartest people alive
- Fast paced, impactful work","- Employees stretched too thin
- Startup-like culture has been diminished almost completely","More transparency and conversation around career advancement and compensation would be nice. While the benefits are great, the general compensation feels a bit lower than other companies in the Silicon Valley. The overall package when you include benefits/perks might be comparable, but these things don't matter much when employees are stretched too thin and don't even have a time to take advantage of facilities like Wood Shop, Analog Research Lab, and Arcade."
Meta,5.0,1,,Data Engineer,2015-04-26,Data Engineer,"Menlo Park, CA",2,2,1,"Free food, shuttle, and intelligent people",Work life balance is not so good due to the competition.,
Meta,4.0,1,more than 1 year,Software Engineer,2015-05-02,Software Engineer,"Menlo Park, CA",2,0,2,"Open culture, awesome campus, free food","High pressure environment, people work too much",keep making decisions taking into account everyones opinions
Meta,4.0,0,more than 5 years,Environmental Design Manager,2015-04-21,Environmental Design Manager,"San Francisco, CA",2,2,2,"It was a great culture and great people. The mission of the company was huge, and they encouraged big thinking. Lots of fun things happened on a daily basis.",Politics entered the company when it reached a certain scale. Bigger teams were more difficult to ship work as fast as it used to.,"keep innovating and making bold decisions. focus on the people that use the product, and making a meaningful experience."
Meta,3.0,0,more than 1 year,Great company,2015-04-27,User Operations Analyst,"Palo Alto, CA",2,2,2,"- good benefits
- smart people
- fun environment out of college",- middle management was not very competent,
Meta,4.0,1,more than 5 years,Amazing,2015-04-26,Anonymous Employee,"Menlo Park, CA",2,2,2,"Coworkers, tough challenges, endless opportunities, fantastic benefits, world travel.","All consuming, easy for overachievers to burn out, some clueless people have snuck in over the past couple of years and we are less prone to firing them as we were in the past.",Fire culture killers.
Meta,5.0,1,more than 1 year,Technical Recruiter,2015-04-08,Technical Recruiter,"Austin, TX",2,0,2,"Food, People, Product, Culture, Perks",In downtown so the commute is a long time.,Keep it up.
Meta,5.0,1,more than 1 year,Facebook is a uniquely amazing place to work - those of us at the Company are absolutely fortunate to be employed here!,2015-03-09,Client Partner,"Chicago, IL",2,2,2,"The people, opportunities, environment and roadmap of the Facebook are amazing. I am surrounded by extremely intelligent and collaborative people, which make every day a pleasure. We work on amazing projects that add value to both our organization and the world (yes, the world). The organization provides a workplace that is supportive yet autonomous. I truly feel like I am designing and creating my career, with fantastic support of everyone around me.",My job is so fulfilling that I find myself having to strategically seek my work-life integration.,Keep up the fantastic work!
Meta,4.0,0,,"Smart team, interesting company",2015-04-01,Marketing Intern,"Menlo Park, CA",2,2,2,"- Everybody is really smart and dedicated to their work
- The perks are amazing
- Morale is high, the company is on an awesome trajectory","- A lot is still being figured out, teams are frequently re-organized, and people come and go frequently
- You have to make your own way, not a lot of training or managerial support",- The transparency is great - keep it up!
Meta,5.0,1,more than 3 years,"Fast, Impactful, Smart People",2015-03-18,Product Marketing Manager,"Menlo Park, CA",2,2,2,"Facebook focuses on impact and everyone at the company is in a position to best drive impact. You're only barrier to success is yourself.

You're surrounded by people that are experts in their area which helps make you work better and smarter.","The work environment is pretty great. If commuting from SF, that can be tough but taking the busses are much better than having to drive.",Management at FB is top notch. I think it'd be hard to offer any real criticism as most criticism is dealt with openly and immediately.
Meta,3.0,1,more than 1 year,"Big company, good benefits",2015-04-04,Product Designer,"Menlo Park, CA",2,0,2,The benefits are very good.,The company is getting larger and doesn't feel like a startup anymore.,
Meta,5.0,1,less than 1 year,Amazing collaborative experience,2015-02-28,Product Specialist,"Menlo Park, CA",2,2,2,"The culture is really amazing and in my opinion even better than the media portrays it. The perks are wonderful, but the professional experience is even better! You are free and expected to guide your own career in a way that makes an impact on your goals. This place is incredibly mission focused and product driven. The speed at which facebook moves is astounding at this size. I feel the energy everyday working here.","Not a huge con, but the mission and energy can take over and have you spending all hours on the job. You have to either possess or quickly gain time management skills. This isn't necessarily a bad thing, but it's the closest thing to a con I can think of at fb.","Keep investing in good user experiences, maintain consistently high level of transparency across entire org. Keep personal growth opportunities plentiful."
Meta,2.0,0,more than 3 years,Feels much more like big company than they'd lead you to believe in the interview process.,2015-02-10,Operations,"Menlo Park, CA",-1,2,1,"Very smart co-workers, fast-paced atmosphere, great networking (strong ex-employee groups after you leave), constantly changing and evolving. Mark is a strong product leader. Ability to leverage the experience for more fulfilling opportunities after you leave.","Very difficult work environment - extremely political, it combines many of the worst elements of a startup (uncertainty, lack of structure, cult-like worship of leaders) and a big company (hierarchical, hard to advance, lack of trust and needless internal competition). Large amounts of nepotism around promotions. A general culture of fear - middle management is terrified of senior management. While very smart, your colleagues will also be extremely arrogant and willing to do anything to get noticed/promoted. In general, this is not a place to go to make friends or feel like you're working together as part of a team.",
Meta,2.0,0,,TheFacebook needs real managers,2015-02-15,Anonymous Employee,"Seattle, WA",-1,2,2,"Cool; (duh, it's Facebook!). Great resources, lots of 'candy' (e.g. free food, parties,...), super autonomous (do your job anyway you want as long as it gets done. Have a trip to Menlo Park; no problem, etc...). Great impact (did I mention the billion+ people using this thing?). Great culture (when applied - see notes below). Great benefits (salary, shares, medical, 401k,...)","Bad work / life balance - you better be jusr out of college with no wife/husband/partner; nor any children.
They do not know how to deal with senior people. Managers are just employees who do more work; they do not have time or the need to help out. I have seen a few people get thrown under the bus by the boss - why defend your team when Menlo Parks complains because they do not know what you are doing; fix another task and get new employees.","Get real managers. I have seen many people from your Seattle office leave or ""get helped"" to leave - they were not bad employees and you paid a lot to acquire them - you have a revolving door because you have junior managers - at best - running the office; and they report to even less trained managers in Menlo Park. You are making tons of money right now and it probably won't show up for quite some time, but, at one point, poor people management will cause pains to Facebook - in 5 years you will be like Google and in 10 you will be like Microsoft. Fix it now!
I totally believed in the Culture and Values which Facebook says it has... I have not seen it applied evenly."
Meta,5.0,1,more than 1 year,Software Engineer,2015-03-05,Software Engineer,"Menlo Park, CA",2,2,2,"* Freedom to work on what you want
* Great people to work with
* Understanding managers","* Too much mobility. Constant flux
* Too much operational overhead at times",
Meta,5.0,1,more than 1 year,Very rewarding,2018-02-08,Sales Operations Manager,"Brampton, ON",2,2,2,"Lots of high-impact work, great management visibility, flexible working hours, great culture","Team effectiveness is highly dependent on the managers, some politics (to be expected from an organization of this size)",
Meta,2.0,1,more than 1 year,Data Scientist,2019-03-02,Data Scientist,"Ottawa, ON",-1,-1,1,"Good perks and comp, coworkers are nice and fun",Very competitive environment. No possible to succeed if you don’t work 60+ hours. Focus on short term impact due to performance cycle every 6 months. No clarity on expectations of roles. Mix signals from leadership about culture,
Meta,5.0,1,more than 1 year,Great experience,2019-04-09,Head Writer,"Montreal, QC",2,1,2,"Creative, enthusiastic, efficient, appreciative, inventive","Lack of support staff, too guarded of brand, lack of benefits",
Meta,5.0,0,more than 3 years,Incredible company and Incredible Experience,2019-05-17,Technical Recruiter,"Vancouver, BC",2,2,2,"Great work life balance, benefits, and great pay",No cons on my side,
